"I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also, good meeting with Kim Jong Un. Date & Place set.",1
"....We are a long way from conclusion on North Korea, maybe things will work out, and maybe they won’t - only time will tell....But the work I am doing now should have been done a long time ago!",1
"The Iran Deal is defective at its core. If we do nothing, we know what will happen. In just a short time, the world’s leading state sponsor of terror will be on the cusp of acquiring the world’s most dangerous weapons....",1
Progressive Web Apps explained.,0
"Router DNS-hijacking #malware found targeting iOS, #Android and desktop users across the Globe",0
"""It's basically a miracle that we won it"" ",0
"Jordan Hicks, 105mph Fastball movement",0
Hey all you React fans: this is so useful. How to set up continuous integration and deployment for your React app,0
Is this the perfect video?,0
"""You sound insecure"" — how recording yourself can help you ace your next interview, by @DJCHUNG",0
Noderize: Create a Node App in Under 30 Seconds,0
Did you know that there is a word for the smell produced when rain starts to fall? Petrichor is the earthy scent produced when rain falls on dry soil. ,0
LG’s G7 ThinQ will cost more than a Galaxy S9 on T-Mobile ,0
Great to be back with the boys! Thanks everyone who came to the open training session at Wrexham today #togetherstronger,0
"Yes, goalkeepers score goals too ",0
New post from me: Javascript Date Formatting,0
"An ad in the paper proclaimed, “ORIGINAL MONSTRE ROCK BAND.” The newspaper was from 1846, and the band featured an instrument called the “rock harmonicon,” which uses actual stone bars tuned and assembled in the style of a xylophone.",0
Z-Index Explained: How to Stack Elements Using CSS,0
"""KEEPER'S!"" Great bit of handling from Wojciech Szcz?sny during Juventus' open top bus parade!",0
"Huawei’s Matebook X Pro is now available in the US, starting at $1,200 ",0
How to buy a good smartwatch if you're not into Apple,0
"while you were probably sleeping, my review of the new OnePlus 6 was published. TL;DR The OnePlus 6 is a very good phone and a great value, but it doesn't move the needle to me.",0
"Jordan Hicks, Ridiculous 103mph Sinker movement.",0
Mark Zuckerberg’s meeting with the European Parliament will now be live-streamed,0
Can you vape to death?,0
“Ditch Your Scumbag Friend: A Life Hack for Men Who Want to Be Feminists” by @annevclark,0
I think the article I'm constantly going back to while doing any #nodejs is the amazing description of how to use promisify by @rauschma ,0
Teen monitoring app TeenSafe exposes thousands of passwords https://tcrn.ch/2GByUZu  by @jordanrcrook,0
"Once Upon a Time started out fun and ended as a chore, but dammit I'm still crying.",0
“Why Our Aspirations Are Broken (And How to Fix Them)” by @umairh,0
"JAWS users: Firefox and JAWS once again bring you a first class browsing experience! Get Firefox 60, out today, and make sure to have the latest JAWS 2018 update, 2018.1804.26. These contain the result of the collaborative work between @FreedomSci and @mozilla #a11y engineers.",0
Prince,0
We're kicking off an entire series on developing for WordPress' new Gutenberg editor -- join us!,0
"Good memories, @JanAageFjortoft? ",0
"Six seasons of the 1980s sitcom “It’s a Living"" were set in the rotating restaurant on the 34th floor of the Bonaventure Hotel, which also boasts a space-age design, silver glass towers, and rare external elevators.",0
"Feeling like I was never going to get Javascript, then boom...nailed two exercises because of the effort took to understand what I wasn't doing right. Just because you can't do a perfect Argentine Tango doesn't mean you can't bust a move. ",0
TIL @FirefoxDevTools underlines the font that is being used in your font stack.,0
Morning Spoilers: Even more Game of Thrones set pictures from another major battle in the last season,0
"Compared to Westworld, and all the care that Delos and Dr. Ford put into creating it, Sh?gun World sort of sucks.",0
"if you ever find yourself saying or thinking the phrase “I’m not a _real_ developer,” know that I 1. wrote a book about javascript, and 2. started my workday by doing a search for `javascript next element sibling`",0
"It only took six years, but Tesla is no longer screwing up basic software licenses ",0
Amazon’s Alexa will be preloaded on Acer’s new laptops ,0
"The first question we tackle in our big ol' series on the WordPress Gutenberg editor: What is Gutenberg, Anyway?",0
Alibaba’s newest initiative aims to make Hong Kong a global AI hub ,0
I did not know about the accessibility info in the Chrome color picker. That’s a nice tool. The line shows where contrast ratio is sufficient or not.,0
OnePlus Bullets Wireless review: exceeding expectations ,0
I can’t believe this carriage has a DJ,0
"This Saturday, they aim to win the whole thing",0
"Now that we know official U.S. pricing for the Matebook X Pro, it seems like an even better deal. ",0
Regain Disk Space from Homebrew,0
HMD raises $100 million to bring even more Nokia phones to market ,0
"While many major cities have vast public parks, a respite from city living can also take the form of a smaller, more secluded space. These are the subject of the new book ""Green Escapes: The Guide to Secret Urban Gardens.""",0
"Model X is the first and only SUV to achieve a NHTSA 5-Star safety rating in every category and subcategory, with the lowest probability of rollover and overall injury of any SUV",0
